0,1,599.4
0,330,581.6666666666666
0,2,533.3333333333334
0,329,274.8571428571429
0,328,897.0
0,4,254.5555555555556
0,5,642.6666666666666
0,326,515.6
0,6,1612.0
0,7,461.1428571428572
0,324,1621.0
0,103,290.5
1,0,295.0
1,2,1486.0
1,3,1637.0
1,330,981.5
1,4,1601.0
1,329,249.9
1,5,421.125
1,328,421.4
1,327,782.5
1,7,459.25
1,326,454.6
1,8,313.57142857142856
1,325,700.6666666666666
1,59,1495.0
1,231,607.0
2,1,366.8
2,3,777.3333333333333
2,0,215.45454545454544
2,4,418.75
2,5,1009.5
2,330,586.0
2,6,241.75
2,329,866.0
2,7,303.3333333333333
2,328,599.6666666666667
2,8,1024.5
2,327,766.0
2,9,298.3333333333333
2,326,480.5
3,2,354.6
3,4,723.6666666666666
3,1,1695.0
3,5,312.8571428571429
3,6,363.3333333333333
3,7,206.4
3,330,375.5
3,8,351.6
3,329,510.75
3,9,1557.0
3,10,484.0
3,327,417.4
4,3,946.0
4,5,679.0
4,2,212.27272727272728
4,6,813.5
4,1,661.6666666666666
4,0,499.75
4,8,1556.0
4,330,457.0
4,10,409.25
4,329,603.0
4,11,549.0
4,328,550.25
4,90,527.3333333333333
4,88,1528.0
5,4,596.0
5,6,1638.0
5,3,602.0
5,7,242.57142857142856
5,2,317.7142857142857
5,8,540.25
5,1,611.0
5,0,830.5
5,10,258.8888888888889
5,11,655.3333333333334
5,330,1547.0
5,12,415.4
5,329,649.0
5,258,1561.0
6,5,304.8333333333333
6,7,583.6666666666666
6,4,659.6666666666666
6,8,498.25
6,3,840.0
6,9,1737.0
6,2,1501.0
6,10,1016.5
6,11,1036.0
6,0,512.6666666666667
6,12,604.6666666666667
6,13,730.3333333333333
6,330,679.6
7,6,521.25
7,8,630.6666666666666
7,5,503.0
7,9,265.1428571428572
7,10,591.0
7,3,909.0
7,11,374.5
7,2,309.9090909090909
7,12,885.5
7,1,727.3333333333333
7,13,978.0
7,0,905.5
7,148,1780.0
7,113,954.0
7,150,752.5
8,7,577.6666666666666
8,9,1508.0
8,6,1729.0
8,10,478.75
8,5,248.5555555555556
8,11,674.0
8,4,230.1176470588236
8,12,803.5
8,3,511.25
8,13,821.0
8,2,284.2857142857143
8,14,460.75
8,1,452.75
8,15,610.0
9,8,1009.0
9,10,517.25
9,7,419.25
9,11,361.0
9,6,269.25
9,12,893.0
9,13,404.2
9,14,853.0
9,3,323.66666666666663
9,15,888.5
9,2,567.0
9,16,308.625
10,9,1499.0
10,11,549.6666666666666
10,8,848.0
10,12,1533.0
10,7,470.25
10,13,923.5
10,6,767.0
10,14,241.3333333333333
10,5,1598.0
10,15,401.6
10,4,177.83333333333334
10,16,340.42857142857144
10,3,584.6666666666666
10,17,765.0
10,126,572.6666666666666
11,10,932.5
11,12,372.6
11,9,474.0
11,13,271.55555555555554
11,8,185.75
11,14,433.0
11,7,193.3846153846154
11,15,1701.0
11,6,171.68421052631578
11,16,540.6666666666666
11,5,1788.0
11,17,260.25
11,4,296.6
11,18,368.8
11,157,1599.0
12,11,962.0
12,13,1522.0
12,10,756.0
12,14,1756.0
12,9,211.69230769230768
12,15,438.5
12,8,1736.0
12,7,278.42857142857144
12,17,195.0909090909091
12,6,520.5
12,18,691.0
12,5,1505.0
12,19,413.5
12,262,1694.0
12,91,854.0
13,12,1576.0
13,14,240.0769230769231
13,11,1088.0
13,15,763.0
13,10,1546.0
13,16,420.6
13,9,453.25
13,17,489.75
13,8,705.6666666666666
13,18,825.5
13,7,760.0
13,19,694.0
13,6,1646.0
13,20,1602.0
13,56,406.5
14,13,465.4
14,15,134.55
14,12,1669.0
14,16,1014.0
14,11,223.11111111111111
14,17,1083.0
14,10,1730.0
14,18,355.8
14,9,872.5
14,19,264.6
14,8,357.0
14,20,463.0
14,21,814.5
15,14,277.5
15,16,632.6666666666666
15,13,441.6
15,17,644.0
15,12,1791.0
15,18,544.6666666666666
15,11,229.07142857142856
15,19,1586.0
15,10,500.25
15,20,442.75
15,9,373.6666666666667
15,21,1742.0
15,8,427.75
15,22,248.75
15,113,538.6666666666666
16,15,1562.0
16,17,288.1
16,14,1673.0
16,18,961.0
16,13,532.6666666666666
16,19,388.4
16,20,265.0909090909091
16,11,492.4285714285714
16,21,489.0
16,10,247.8571428571429
16,22,279.625
16,9,915.0
16,23,779.5
17,16,470.5
17,18,851.5
17,15,199.66666666666663
17,19,931.5
17,14,536.3333333333334
17,13,952.0
17,12,1558.0
17,22,379.46153846153845
17,11,318.0
17,23,248.54545454545456
17,10,377.6
17,289,612.6666666666667
17,30,496.6
17,198,545.2
17,244,1721.0
18,17,483.8888888888889
18,19,477.75
18,16,384.7142857142857
18,20,1748.0
18,15,753.5
18,21,357.5
18,14,972.0
18,22,408.625
18,13,811.0
18,23,269.8461538461538
18,12,507.3333333333333
18,24,543.0
18,11,567.3333333333334
18,25,449.0
18,253,520.0
18,293,570.3333333333334
19,18,388.2
19,20,791.0
19,17,369.2
19,21,330.0
19,16,1616.0
19,22,1532.0
19,15,560.3333333333334
19,23,857.0
19,14,315.7142857142857
19,24,305.0
19,13,898.0
19,25,362.8333333333333
19,12,212.69230769230768
19,26,549.3333333333334
19,254,1693.0
19,187,261.0
20,19,341.3333333333333
20,21,1657.0
20,18,1656.0
20,22,507.25
20,23,949.5
20,16,794.5
20,24,1733.0
20,15,1606.0
20,25,286.0
20,14,355.0
20,26,707.0
20,13,510.6666666666667
20,27,338.42857142857144
21,20,408.5
21,22,676.6666666666666
21,19,401.25
21,23,427.0
21,18,282.6363636363636
21,24,308.0
21,25,380.6
21,16,282.3333333333333
21,15,968.0
21,27,434.75
21,14,520.25
21,118,936.0
21,138,399.6
22,21,401.45454545454544
22,20,551.6666666666666
22,24,560.75
22,19,856.0
22,18,841.5
22,17,208.72222222222223
22,27,695.0
22,16,768.0
22,28,368.22222222222223
22,15,346.8
22,29,613.3333333333333
22,213,1061.0
22,161,286.1428571428572
22,80,1523.0
23,24,404.7142857142857
23,21,765.5
23,25,518.0
23,20,721.3333333333333
23,26,1738.0
23,19,342.1428571428572
23,27,609.3333333333333
23,18,946.5
23,28,444.2
23,17,407.5
