0,1,784.5
0,330,733.0
0,2,238.7692307692308
0,329,1609.0
0,3,290.0
0,328,365.2
0,4,572.0
0,327,696.3333333333333
0,5,546.6666666666666
0,326,1675.0
0,6,969.0
0,325,208.0
0,7,315.44444444444446
0,324,330.8333333333333
0,167,482.2
1,0,1717.0
1,2,1635.0
1,3,907.5
1,330,553.75
1,4,897.5
1,329,352.5
1,5,447.75
1,6,345.4
1,327,1633.0
1,7,705.6666666666666
1,326,611.5
1,325,1588.0
1,87,360.0
1,316,528.6666666666667
2,1,1590.0
2,3,799.0
2,0,397.75
2,4,458.75
2,330,250.4375
2,6,445.5
2,329,889.5
2,7,946.0
2,328,1735.0
2,8,544.0
2,327,1549.0
2,9,193.5
2,326,1791.0
2,146,312.8333333333333
3,2,420.6
3,4,356.8
3,1,423.0
3,5,1571.0
3,0,1776.0
3,6,573.3333333333334
3,7,1730.0
3,330,406.83333333333337
3,8,801.5
3,329,885.5
3,9,303.8333333333333
3,328,269.75
3,10,246.88888888888889
3,327,558.6666666666666
4,3,568.3333333333334
4,5,891.0
4,2,761.5
4,6,844.5
4,1,511.25
4,7,557.0
4,0,160.15384615384616
4,8,721.0
4,9,1595.0
4,330,677.75
4,10,252.25
4,329,613.3333333333333
4,11,429.0
4,328,1680.0
4,143,382.6
5,4,477.75
5,6,519.0
5,3,757.0
5,7,1598.0
5,1,425.0
5,9,665.0
5,0,918.0
5,10,180.86666666666667
5,11,600.4
5,330,547.75
5,12,438.7692307692308
5,329,457.75
5,178,588.6666666666666
6,5,830.5
6,7,1807.0
6,4,834.0
6,8,171.68421052631578
6,3,612.75
6,9,1009.5
6,2,443.0
6,10,1559.0
6,1,1607.0
6,11,1586.0
6,0,584.0
6,12,541.0
6,13,357.5
7,6,476.83333333333326
7,8,466.0
7,5,408.5
7,9,480.6
7,4,1627.0
7,3,1745.0
7,11,1584.0
7,2,572.6666666666666
7,12,1460.0
7,1,444.25
7,13,654.3333333333334
7,0,426.0
7,14,285.8333333333333
7,302,331.3333333333333
7,229,283.7142857142857
8,7,1529.0
8,9,251.7272727272727
8,6,1520.0
8,10,367.45454545454544
8,11,540.6666666666666
8,4,415.6
8,12,866.5
8,3,661.0
8,13,371.0
8,2,404.28571428571433
8,14,836.5
8,15,348.6
8,19,625.5
8,89,1626.0
8,233,368.4
9,8,770.5
9,10,308.5
9,7,637.3333333333334
9,11,411.4285714285714
9,6,925.5
9,12,619.6666666666667
9,5,966.5
9,13,309.0
9,4,455.25
9,14,1760.0
9,3,335.125
9,15,435.2
9,2,1000.0
9,16,386.6
10,9,411.2
10,11,935.0
10,8,432.4
10,12,378.6
10,13,363.7142857142857
10,6,311.3333333333333
10,14,249.06666666666663
10,5,519.2
10,15,327.33333333333337
10,4,1612.0
10,16,377.6
10,3,250.875
10,17,1524.0
10,215,184.91666666666663
10,194,1650.0
11,10,409.0
11,12,305.3333333333333
11,9,248.75
11,13,249.5833333333333
11,8,406.33333333333337
11,14,233.0
11,7,404.7142857142857
11,15,401.45454545454544
11,6,653.6666666666666
11,16,295.3333333333333
11,5,883.5
11,17,296.8333333333333
11,4,629.3333333333334
11,18,274.27272727272725
12,11,508.0
12,13,864.0
12,10,1494.0
12,14,872.0
12,9,863.5
12,15,522.5
12,8,456.4285714285714
12,16,1669.0
12,7,337.375
12,17,453.8
12,6,305.8571428571429
12,18,436.5
12,5,1583.0
12,19,247.3076923076923
12,53,363.0
12,319,1769.0
13,12,278.375
13,11,1755.0
13,15,1643.0
13,10,875.5
13,16,753.0
13,9,302.1
13,17,1679.0
13,8,575.3333333333334
13,18,1697.0
13,7,862.0
