0,1,867.0
0,330,578.0
0,2,814.5
0,329,598.0
0,3,307.7
0,328,381.4
0,4,223.0909090909091
0,327,379.6666666666667
0,5,863.0
0,326,857.0
0,6,318.58333333333337
0,325,787.0
0,7,693.6666666666666
0,51,885.0
1,0,1741.0
1,2,360.1
1,3,1526.0
1,330,770.0
1,4,314.375
1,329,961.0
1,5,1536.0
1,328,862.0
1,6,1746.0
1,327,355.8
1,7,787.5
1,326,496.4545454545455
1,8,414.25
1,325,1721.0
1,135,329.9
1,118,740.0
2,1,879.5
2,3,1595.0
2,0,295.9090909090909
2,4,546.4
2,330,261.0
2,6,1717.0
2,329,186.5
2,7,446.0
2,328,1603.0
2,8,418.6666666666666
2,327,296.8333333333333
2,9,525.25
2,326,643.3333333333334
2,16,797.5
2,175,436.75
2,272,420.5
3,2,361.2
3,1,276.7142857142857
3,5,551.3333333333334
3,0,826.5
3,6,420.25
3,7,1488.0
3,330,416.5
3,8,795.0
3,329,232.88888888888889
3,9,445.5
3,328,339.8
3,327,231.4375
3,275,295.6363636363636
3,31,1522.0
3,30,417.2
3,208,533.0
4,5,371.0
4,2,1657.0
4,6,404.28571428571433
4,1,547.0
4,7,388.2
4,0,452.0
4,8,655.0
4,9,462.75
4,330,387.25
4,10,888.0
4,329,124.42857142857142
4,11,394.4
4,328,279.0
5,4,517.75
5,6,274.3
5,3,759.0
5,7,639.5
5,1,425.0
5,9,906.0
5,0,517.0
5,10,502.75
5,330,483.0
5,12,887.0
5,329,855.0
5,53,448.4
5,147,1560.0
6,5,261.5
6,7,489.0
6,4,224.7692307692308
6,3,868.5
6,9,1606.0
6,2,335.0
6,10,1663.0
6,1,406.6
6,11,414.0
6,0,1570.0
6,12,320.5
6,13,261.44444444444446
6,330,1540.0
6,51,831.5
7,6,562.6666666666666
7,8,287.0
7,5,334.0
7,9,554.0
7,4,293.5
7,3,1006.0
7,11,607.0
7,2,417.0
7,12,1009.0
7,1,790.0
7,13,760.5
7,0,380.6666666666667
7,14,334.8333333333333
7,164,332.125
8,7,408.625
